image,index,task_type,question,A,B,C,D,keyed_answer,keyed_text,reference,risk_rank,survey,item_id
016694,72,open,What historical interventions are noted for tooth #44?,,,,,,,Tooth #44 shows signs of crown and root canal treatment.,25,2,q0225
016694,74,open,What is the condition of the bone architecture in the jaw?,,,,,,,No apparent bone loss is detected in the image.,25,2,q0226
016694,75,open,Identify the historical treatments in the X-ray image.,,,,,,,"Tooth #44: crown, root canal treatment. Tooth #46: crown. Tooth #36: crown, root canal treatment. Tooth #34: crown. Tooth #35: crown, root canal treatment. Tooth #26: crown, root canal treatment. Tooth #41: crown. Tooth #43: crown, root canal treatment. Tooth #25: crown, root canal treatment. Tooth #15: root canal treatment. Tooth #17: crown, root canal treatment. Tooth #33: crown, root canal treatment. Tooth #24: crown. Tooth #16: crown. Tooth #37: crown, root canal treatment. Tooth #13: implant. Tooth #31: crown. Tooth #42: crown. Tooth #27: crown, root canal treatment.",25,2,q0227
016792,106,closed,Which tooth is suspicious for caries and deep caries?,#35,#36,#37,#38,A,#35,,26,2,q0228
016792,107,closed,Which tooth shows signs of a periapical granuloma?,#35,#36,#37,#47,B,#36,,26,2,q0229
016792,108,closed,Which tooth has signs of both a filling and root canal treatment?,#35,#36,#37,#47,A,#35,,26,2,q0230
016792,109,closed,Which of the following is a visible structure in the imaging?,Unilateral mandibular canal,Unilateral maxillary sinus,Bilateral mandibular canals,None of the above,D,None of the above,,26,2,q0231
016792,126,open,What is the general condition of the teeth in the report?,,,,,,,28 teeth are visualized with clear anatomical definition.,26,2,q0232
016792,127,open,What is recommended for tooth #37?,,,,,,,Suspicious caries and deep caries in #37 need further investigation.,26,2,q0233
016792,128,open,What are the pathological findings for tooth #37?,,,,,,,Tooth #37 is suspicious for caries and deep caries.,26,2,q0234
016792,129,open,What is recommended for tooth #47?,,,,,,,Periapical lesion at #47 requires endodontic evaluation.,26,2,q0235
016792,130,open,Please accurately identify the teeth in the X-ray image.,,,,,,,"Tooth #34, #41, #31, #36, #24, #35, #45, #44, #32, #43, #23, #26, #22, #11, #42, #14, #12, #33, #17, #21, #46, #16, #25, #15, #13, #47, #37, #27.",26,2,q0236
016808,116,closed,Which tooth is suspicious for deep caries?,#26,#36,#38,None,B,#36,,27,2,q0237
016808,118,closed,Which of the following historical interventions is NOT detected?,Filling,Crown,Implant,None of the above,C,Implant,,27,2,q0238
016808,138,open,What visible structures are noted in the imaging?,,,,,,,Imaging features signs of bilateral mandibular canals and bilateral maxillary sinuses.,27,2,q0239
016808,139,open,What is the general condition of the teeth?,,,,,,,32 teeth visualized with clear anatomical definition.,27,2,q0240
016808,140,open,Which teeth are suspected to be erupted?,,,,,,,"#18, #28, #38, #48 are suspected to be erupted.",27,2,q0241
016808,141,open,What pathological findings are present in the report?,,,,,,,"Tooth #26 is suspicious for periapical granuloma, and tooth #38 shows evidence of periapical abscess.",27,2,q0242
016808,142,open,What radiographic features are visible in tooth #38 on the panoramic X-ray?,,,,,,,"Findings: wisdom tooth, periapical lesions (abscess).",27,2,q0243
016829,141,closed,Which tooth has a filling and root canal treatment?,Tooth 43,Tooth 44,Tooth 45,Tooth 46,B,Tooth 44,,28,2,q0244
016829,142,closed,Which tooth has a periapical lesion (likely abscess)?,Tooth 41,Tooth 42,Tooth 43,Tooth 44,A,Tooth 41,,28,2,q0245
016829,143,closed,Is there any apparent bone loss visible in the radiograph?,"Yes, mild bone loss","Yes, severe bone loss",No apparent bone loss,Unclear,C,No apparent bone loss,,28,2,q0246
016829,144,closed,Which tooth has both a crown and root canal treatment?,Tooth 12,Tooth 13,Tooth 14,Tooth 15,C,Tooth 14,,28,2,q0247
016829,145,closed,Which tooth exhibits a periapical lesion?,Tooth 41,Tooth 42,Tooth 43,Tooth 44,C,Tooth 43,,28,2,q0248
016829,169,open,What interventions are present for Tooth 44?,,,,,,,Tooth 44 has a filling and root canal treatment.,28,2,q0249
016829,170,open,What historical interventions are noted for Tooth 13?,,,,,,,Tooth 13 has a crown and root canal treatment.,28,2,q0250
016829,171,open,What is the general condition of the teeth in the radiograph?,,,,,,,27 teeth are visualized with clear anatomical definition.,28,2,q0251
016829,172,open,What radiographic features are visible in tooth #44 on the panoramic X-ray?,,,,,,,"Findings: periapical lesions (cyst), filling, root canal treatment.",28,2,q0252
016836,146,closed,Which of the following is TRUE regarding the wisdom teeth?,#18 is impacted,#28 is erupted,#38 is missing,#48 is absent,D,#48 is absent,,29,2,q0253
016836,148,closed,What procedure has been done on tooth 46?,Crown only,Root canal treatment only,Crown and root canal treatment,Extraction,C,Crown and root canal treatment,,29,2,q0254
016836,149,closed,What is observed in the upper jaw bone architecture?,Increased density,Bone loss,Fracture,Normal architecture,B,Bone loss,,29,2,q0255
016836,174,open,What is the condition of tooth #27 according to the report?,,,,,,,Tooth #27 is suspicious for caries and requires clinical re-evaluation.,29,2,q0256
016836,175,open,Describe the findings related to tooth #46.,,,,,,,Tooth #46 shows signs of a periapical lesion (likely abscess) and has undergone crown and root canal treatment.,29,2,q0257
016836,177,open,Identify areas showing the wisdom tooth in the panoramic radiograph.,,,,,,,"Tooth #18, #38, #48, #28.",29,2,q0258
016839,151,closed,Which of the following tooth site presents an implant?,#17,#18,#11,#12,B,#18,,30,2,q0259
016839,152,closed,How many teeth are visualized in the panoramic radiograph?,28,29,30,31,A,28,,30,2,q0260
016839,153,closed,Which tooth has a crown restoration?,#47,#46,#45,#48,A,#47,,30,2,q0261
016839,154,closed,Which of the following teeth is suspected to have caries?,#34,#35,#36,#37,D,#37,,30,2,q0262
016839,155,closed,Which of the following structures are visible in the imaging?,Mandibular canals,Maxillary sinuses,Both A and B,Neither,D,Neither,,30,2,q0263
016839,179,open,What is the status of the wisdom teeth?,,,,,,,"All four wisdom teeth (18, #28, #38, #48) are erupted.",30,2,q0264
016839,180,open,What is the condition of the jawbone?,,,,,,,No apparent bone loss is visible in the image.,30,2,q0265
016839,181,open,What is the general condition of the teeth in the radiograph?,,,,,,,29 teeth are visualized with clear anatomical definition.,30,2,q0266
016839,182,open,Which teeth have crown restorations?,,,,,,,"Teeth #12,13,14,17,21,22,23,24,31,32,33,34,41,42,43,44,46 have crowns.",30,2,q0267
016839,183,open,Please detect the teeth in the panoramic image.,,,,,,,"Tooth #44, #42, #35, #14, #18, #16, #45, #15, #12, #34, #41, #33, #11, #13, #43, #48, #31, #32, #17, #46, #22, #47, #23, #24, #38, #21, #26, #28, #25.",30,2,q0268
016910,165,closed,Which tooth shows signs of a periapical abscess?,#14,#24,Both A and B,#34,A,#14,,31,2,q0269
016910,167,closed,What is the condition of the bone architecture in the lower jaw?,Normal,Suggestive of bone loss,Fractured,No significant findings,D,No significant findings,,31,2,q0270
016910,168,closed,How many teeth are visualized in the panoramic radiograph?,21,23,25,27,B,23,,31,2,q0271
016910,169,closed,Which of the following teeth does NOT have a crown restoration?,#31,#32,#33,#41,D,#41,,31,2,q0272
016910,195,open,What is the general condition of the teeth?,,,,,,,23 teeth are visualized with clear anatomical definition.,31,2,q0273
016910,196,open,What pathological findings are present in tooth #24?,,,,,,,Tooth #24 is suspicious for deep caries and shows signs of a periapical abscess.,31,2,q0274
016910,197,open,What historical interventions are noted for tooth #41?,,,,,,,Tooth #41 shows signs of crown restoration.,31,2,q0275
016910,198,open,What is the clinical recommendation for the suspicious bone loss?,,,,,,,Monitor the suspicious bone loss in the upper and lower jaws.,31,2,q0276
016910,199,open,What findings can be observed in the panoramic radiograph regarding tooth #31?,,,,,,,Findings: crown.,31,2,q0277
017144,255,closed,Which tooth shows signs of caries?,#35,#36,#37,#38,A,#35,,32,2,q0278
017144,256,closed,Which tooth is suspected to have deep caries?,#23,#36,#37,#42,B,#36,,32,2,q0279
017144,257,closed,Which tooth shows signs of a periapical abscess?,#35,#36 and #37,#37,#38,C,#37,,32,2,q0280
017144,258,closed,How many teeth were visualized with clear anatomical definition?,10,12,14,16,B,12,,32,2,q0281
017144,259,closed,How many missing teeth regions were detected in the lower jaw?,2,4,6,8,A,2,,32,2,q0282
017144,300,open,What is the status of the wisdom teeth in the radiographic examination?,,,,,,,"Two wisdom teeth were detected, both erupted: #38 and #48.",32,2,q0283
017144,301,open,What preventive measures were recommended based on the radiographic findings?,,,,,,,Monitor suspicious caries at #36 and #37 with radiographic follow-up and recommend fluoride therapy to prevent further caries progression.,32,2,q0284
017144,302,open,Which teeth are suspected for caries and require clinical re-evaluation?,,,,,,,"#36, #37.",32,2,q0285
017144,303,open,What clinical priority concerns were identified in the radiographic examination?,,,,,,,"Periapical abscess at #36, #37 requiring urgent endodontic evaluation and deep caries in #37 needing immediate intervention.",32,2,q0286
017300,306,closed,Which teeth have both a crown and root canal treatment?,#34 and #38,#36 and #45,#46 and #47,#32 and #42,A,#34 and #38,,33,2,q0287
017300,307,closed,What is recommended for the periapical cyst at tooth 45?,Extraction,Filling,Crown placement,Endodontic evaluation,C,Crown placement,,33,2,q0288
017300,308,closed,How many wisdom teeth are present and erupted in the patient?,2,3,4,5,A,2,,33,2,q0289
017300,309,closed,Which tooth exhibits evidence of a periapical lesion (cyst)?,#44,#45,#46,#47,C,#46,,33,2,q0290
017300,360,open,"List the teeth with fillings, crowns, and root canal treatments as per the report.",,,,,,,"Fillings: #38, #34; Crowns: #47, #46; Crown and Root canal treatment: #36, #45.",33,2,q0291
017300,361,open,Describe the pathological finding at tooth #45.,,,,,,,Tooth #45 shows evidence of a periapical lesion (cyst).,33,2,q0292
017300,362,open,What is the visibility status of the mandibular canals and maxillary sinuses?,,,,,,,"Mandibular canals are clearly visible bilaterally, and maxillary sinuses are visible with good clarity.",33,2,q0293
017300,363,open,"How many teeth are visualized in total, and what is the status of the wisdom teeth?",,,,,,,"32 (including a restored tooth; otherwise, 31 natural teeth) teeth are visualized with clear anatomical definition. All four wisdom teeth (18, #28, #38, #48) are erupted.",33,2,q0294
017300,364,open,Describe the overall status of tooth #38 based on the panoramic radiograph findings.,,,,,,,"Findings: wisdom tooth, filling.",33,2,q0295
017540,340,closed,Which tooth shows signs of a periapical granuloma?,#46,#47,#48,#45,A,#46,,34,2,q0296
017540,341,closed,What type of restoration is present on tooth 45?,Filling,Crown,Implant,Root canal treatment,A,Filling,,34,2,q0297
017540,343,closed,Which tooth has both a crown and a root canal treatment?,#36,#37,#45,#47,C,#45,,34,2,q0298
017540,344,closed,Which tooth site presents implant?,#36,#46,#47,#48,C,#47,,34,2,q0299
017540,402,open,What is the condition of the maxillary sinuses as per the radiograph?,,,,,,,Clearly visible bilaterally.,34,2,q0300
017540,403,open,What is the general condition of the teeth in terms of number and anatomical definition?,,,,,,,"32 (including a restored tooth; otherwise, 31 natural teeth) teeth visualized with clear anatomical definition.",34,2,q0301
017540,404,open,What is the status of the mandibular canal in the radiograph?,,,,,,,Clearly visible bilaterally.,34,2,q0302
017540,405,open,What is the overall structural integrity of tooth #38 as seen on the panoramic radiograph?,,,,,,,Findings: wisdom tooth.,34,2,q0303
017540,406,open,Which wisdom tooth can be detected in the panoramic image?,,,,,,,"Tooth #48, #18, #38, #28.",34,2,q0304
017880,370,closed,Which tooth requires prompt treatment due to caries and deep caries?,#27,#28,#37,#38,B,#28,,35,2,q0305
017880,371,closed,What is the observed status of the bone architecture?,Severe bone loss,Moderate bone loss,No apparent bone loss,Slight bone loss,D,Slight bone loss,,35,2,q0306
017880,372,closed,How many wisdom teeth are erupted according to the report?,2,3,4,5,C,4,,35,2,q0307
017880,373,closed,Which of the following is clearly visible bilaterally?,Mandibular canals,Maxillary sinuses,Both A and B,None of the above,B,Maxillary sinuses,,35,2,q0308
017880,374,closed,Which tooth shows signs of a deep caries suspicious for further clinical evaluation?,#17,#18,#19,#28,A,#17,,35,2,q0309
017880,437,open,What is the general condition of the teeth and the status of the wisdom teeth?,,,,,,,"32 teeth are visualized with clear anatomical definition. Four wisdom teeth are detected, all showing signs of eruption.",35,2,q0310
017880,438,open,What are the pathological findings at tooth #28?,,,,,,,"Tooth #28 shows caries and deep caries, both suspicious for further clinical evaluation.",35,2,q0311
017880,439,open,What observations were made regarding the jawbone and visible structures?,,,,,,,No apparent bone loss is observed. Mandibular canals and maxillary sinuses are clearly visible bilaterally.,35,2,q0312
017880,440,open,Which areas show the historical treatments in the panoramic image?,,,,,,,Tooth #38: filling. Tooth #17: filling. Tooth #18: filling. Tooth #48: filling. Tooth #37: filling. Tooth #47: filling. Tooth #27: filling.,35,2,q0313
016642,9,closed,Is there any apparent bone loss in the image?,Yes,No,Unclear,Not mentioned,B,No,,36,2,q0314
016642,10,closed,Which tooth has a crown restoration?,#28,#38,#46,#48,B,#38,,36,2,q0315
016642,12,closed,How many teeth are visualized in the radiograph?,30,31,32,33,B,31,,36,2,q0316
016642,13,closed,Which tooth shows signs of root canal treatment?,#28,#38,#46,#48,D,#48,,36,2,q0317
016642,11,open,What structures are visible in the radiograph?,,,,,,,Bilateral mandibular canals and maxillary sinuses are visible.,36,2,q0318
016642,12,open,What is the radiographic finding at tooth #46?,,,,,,,"Tooth #46 shows signs of a periapical granuloma, crown restoration, and root canal treatment.",36,2,q0319
016642,13,open,What is the status of the bone architecture in the radiograph?,,,,,,,There is no apparent bone loss in the image.,36,2,q0320
016642,14,open,What is the condition of tooth #28?,,,,,,,Tooth #28 is suspicious for caries and requires clinical re-evaluation.,36,2,q0321
016649,18,closed,Which site has a dental implant placed?,#35,#36,#37,#38,D,#38,,37,2,q0322
016649,19,closed,Which tooth has evidence of root canal treatment?,#24,#25,#26,#27,C,#26,,37,2,q0323
016649,20,closed,Which tooth has a suspected deep caries?,#37,#38,#11,#12,D,#12,,37,2,q0324
016649,21,closed,Which tooth shows signs of a periapical granuloma?,#34,#35,#36,#37,D,#37,,37,2,q0325
016649,22,closed,Which tooth has a crown restoration?,#34,#35,#36,#37,B,#35,,37,2,q0326
016649,23,open,What pathological findings are present in the report?,,,,,,,"Signs of deep caries in #38, and imaging features suggestive of a periapical granuloma in #35.",37,2,q0327
016649,25,open,"What is the general condition of the teeth, and how many wisdom teeth are detected?",,,,,,,"26 teeth are visualized with clear anatomical definition, and 3 wisdom teeth (18, #28, #38) are detected, all of which are erupted (suspected, recommend clinical review).",37,2,q0328
016726,82,closed,Which of the following teeth are impacted wisdom teeth according to the report?,"#18, #28, #38","#18, #28, #48","#18, #38, #48","#28, #38, #48",D,"#28, #38, #48",,38,2,q0329
016726,83,closed,Which tooth is suspicious for deep caries?,#35,#36,#45,#47,C,#45,,38,2,q0330
016726,84,closed,What is the status of bone architecture in the jaw?,Severe bone loss,Moderate bone loss,No apparent bone loss,Mild bone loss,D,Mild bone loss,,38,2,q0331
016726,85,closed,What type of dental restoration is found on tooth 25?,Root canal treatment,Dental implant,No treatment,Dental filling,C,No treatment,,38,2,q0332
016726,86,closed,Can you identify the dental treatment present on tooth 15?,Dental filling,Dental crown,No treatment,Root canal treatment,C,No treatment,,38,2,q0333
016726,100,open,How many wisdom teeth are detected in the report and what is their status?,,,,,,,"Three wisdom teeth are detected, all of which are impacted: #18, #28, and #48.",38,2,q0334
016726,101,open,Which teeth are suspicious for caries?,,,,,,,"#36 and #47 are suspicious for deep caries, while #45 and #46 are suspicious for caries (low confidence for #45).",38,2,q0335
016726,102,open,Are there any signs of bone loss in the jaw?,,,,,,,No apparent bone loss is observed in the image.,38,2,q0336
016961,191,closed,Which tooth shows evidence of both deep caries and a periapical abscess?,#17,#36,#47,#48,B,#36,,39,2,q0337
016961,192,closed,What type of bone loss is observed in the upper jaw?,Generalized bone loss,Localized bone loss,No bone loss,Severe bone loss,D,Severe bone loss,,39,2,q0338
016961,193,closed,How many teeth show signs of filling or crown restoration?,1,2,3,4,D,4,,39,2,q0339
016961,194,closed,How many wisdom teeth are erupted in the patient?,2,3,4,5,C,4,,39,2,q0340
016961,224,open,What is the general condition of the teeth and the status of the wisdom teeth?,,,,,,,"32 teeth are visualized with clear anatomical definition. All four wisdom teeth (18, #28, #38, #48) are erupted.",39,2,q0341
016961,226,open,What historical interventions are noted in the teeth?,,,,,,,"Teeth #17 and #36 are suggestive of fillings, and tooth #47 shows signs of crown restoration.",39,2,q0342
017061,221,closed,Which tooth is suspected to have root canal treatment?,#24,#37,#41,#32,D,#32,,40,2,q0343
017061,222,closed,Which tooth shows imaging features suggestive of a crown restoration?,#24,#37,#32,#42,B,#37,,40,2,q0344
017061,223,closed,Which of the following is NOT an impacted wisdom tooth?,#18,#28,#38,#48,C,#38,,40,2,q0345
017061,224,closed,Which tooth is suspected to have a periapical lesion (likely cyst)  based on the radiographic findings?,#31,#41,#42,#32,B,#41,,40,2,q0346
017061,258,open,What is the clinical recommendation for tooth #41?,,,,,,,Periapical lesion (likely cyst) at #41 requires endodontic evaluation.,40,2,q0347
017061,259,open,What historical intervention is noted for tooth #24?,,,,,,,Imaging features suggestive of filling.,40,2,q0348
017061,260,open,What is the status of wisdom tooth #18?,,,,,,,"Impacted (suspected, recommend clinical review).",40,2,q0349
017061,261,open,What is the clinical recommendation for the erupted wisdom tooth #28?,,,,,,,Erupted wisdom tooth #28 needs monitoring for potential complications.,40,2,q0350
017113,240,closed,Which jaw is suspected to have bone loss?,Lower jaw,Upper jaw,Both jaws,None,C,Both jaws,,41,2,q0351
017113,241,closed,Which tooth shows signs of a periapical granuloma?,#45,#21,#38,#12,C,#38,,41,2,q0352
017113,243,closed,What is visible in the imaging of the mandible?,Maxillary sinuses,Mandibular canals,Nasal cavities,None,C,Nasal cavities,,41,2,q0353
017113,244,closed,Which tooth has signs of root canal treatment?,#12,#36,#45,#38,C,#45,,41,2,q0354
017113,282,open,What preventive measures are recommended for tooth #38?,,,,,,,Monitor with radiographic follow-up.,41,2,q0355
017113,283,open,Which teeth show signs of crowns?,,,,,,,"Teeth #11,12,13,22,23,31,32,33,36,41,42,43 show signs of crowns.",41,2,q0356
017113,284,open,What structures are visible in the imaging of the maxilla?,,,,,,,Bilateral maxillary sinuses.,41,2,q0357
017113,285,open,What historical interventions are noted in the radiograph?,,,,,,,Signs of crowns in multiple teeth and root canal treatment in #36.,41,2,q0358
017113,286,open,Please provide a full description of the condition of tooth #32.,,,,,,,Findings: crown.,41,2,q0359
017202,270,closed,Which tooth exhibits imaging features suspicious for a periapical granuloma?,#18,#22,#41,#43,C,#41,,42,2,q0360
017202,271,closed,Which of the following teeth is erupted and suspected to be a wisdom tooth?,#18,#38,Both A and B,Neither,C,Both A and B,,42,2,q0361
017202,272,closed,How many teeth show signs of crowns in the imaging?,3,5,6,7,A,3,,42,2,q0362
017202,273,closed,Which of the following is a finding related to the maxillary sinuses?,Signs of bilateral mandibular canals,Visible bilaterally with normal appearance,Periapical lesion,Bone loss,D,Bone loss,,42,2,q0363
017202,274,closed,What historical dental intervention is visible on tooth 27?,Root canal treatment,Dental filling,Dental implant,Dental crown,C,Dental implant,,42,2,q0364
017202,319,open,What is the number of teeth showing signs of fillings?,,,,,,,Multiple teeth show signs of fillings.,42,2,q0365
017202,320,open,How many teeth are visualized in the panoramic radiograph?,,,,,,,"29 (including restored teeth; otherwise, 27 natural teeth) teeth are visualized with clear anatomical definition.",42,2,q0366
017202,321,open,Is there any apparent bone loss observed in the image?,,,,,,,No apparent bone loss is observed in the image.,42,2,q0367
017202,322,open,Does tooth #25 exhibit any signs of pathology or structural compromise on the panoramic radiograph?,,,,,,,Findings: crown.,42,2,q0368
017215,285,closed,Which structures are visible bilaterally in the radiograph?,Mandibular canals,Maxillary sinuses,Both A and B,Neither A nor B,D,Neither A nor B,,43,2,q0369
017215,286,closed,Which tooth is suspected to have a periapical abscess?,#36,#37,#38,#35,C,#38,,43,2,q0370
017215,287,closed,Which of the following wisdom teeth is impacted?,#18,#28,#38,#48,B,#28,,43,2,q0371
017215,288,closed,Which of the following historical interventions is NOT present in the radiograph?,Filling,Implant,Crown,None,B,Implant,,43,2,q0372
017215,289,closed,What is the status of bone loss in the radiograph?,Severe bone loss,Moderate bone loss,No apparent bone loss,Slight bone loss,D,Slight bone loss,,43,2,q0373
017215,336,open,How many wisdom teeth are erupted?,,,,,,,"Three wisdom teeth (18, #28, #48) are erupted.",43,2,q0374
017215,337,open,Which tooth is suspected to have a periapical abscess?,,,,,,,Tooth #36 is suspected to have a periapical abscess.,43,2,q0375
017215,338,open,Which wisdom tooth is impacted?,,,,,,,Tooth #38 is impacted.,43,2,q0376
017215,339,open,What is the status of bone loss in the radiograph?,,,,,,,There is no apparent bone loss in the image.,43,2,q0377
018010,380,closed,What is the condition of the maxillary sinuses?,Infected,Normal,Obstructed,Deviated,D,Deviated,,44,2,q0378
018010,382,closed,Which tooth has a periapical granuloma?,#38,#48,#28,#18,C,#28,,44,2,q0379
018010,383,closed,Is there any apparent bone loss in the jaw?,"Yes, mild bone loss","Yes, moderate bone loss",No apparent bone loss,Severe bone loss,B,"Yes, moderate bone loss",,44,2,q0380
018010,384,closed,Which tooth exhibits caries according to the report?,#46,#47,#42,#45,A,#46,,44,2,q0381
018010,448,open,What is the condition of the wisdom teeth in the patient?,,,,,,,The patient has three erupted wisdom teeth: #18 and #28; one impacted tooth: #48,44,2,q0382
018010,449,open,Which teeth are affected by caries and a periapical granuloma?,,,,,,,"Tooth #47 has caries, and tooth #48 has a periapical granuloma.",44,2,q0383
018010,450,open,What is observed regarding the bone architecture in the jaw?,,,,,,,There is no apparent bone loss in the jaw.,44,2,q0384
018010,451,open,What is the condition of the maxillary sinuses?,,,,,,,The maxillary sinuses appear normal bilaterally.,44,2,q0385
018010,452,open,Identify areas showing the dental caries in the panoramic radiograph.,,,,,,,Tooth #47: caries.,44,2,q0386
018160,395,closed,Which tooth exhibits signs of a periapical cyst?,#28,#38,#48,#18,C,#48,,45,2,q0387
018160,396,closed,Which tooth is suspected to have caries?,#34,#44,#54,None,A,#34,,45,2,q0388
018160,397,closed,Which tooth has had root canal treatment?,#26,#36,#46,#56,B,#36,,45,2,q0389
018160,399,closed,What is observed in the bone architecture?,Severe bone loss,Moderate bone loss,No apparent bone loss,Slight bone loss,B,Moderate bone loss,,45,2,q0390
018160,466,open,Which teeth have crown restorations?,,,,,,,"#36, #37, #45, #46, #47 have crown restorations.",45,2,q0391
018160,467,open,Which teeth have fillings?,,,,,,,#38 has fillings.,45,2,q0392
018160,468,open,What is the status of the mandibular canal?,,,,,,,The mandibular canal is visible in the imaging.,45,2,q0393
018160,469,open,Please accurately identify the periapical lesions in the X-ray image.,,,,,,,Tooth #38: periapical lesions (cyst).,45,2,q0394
018189,409,closed,Which of the following teeth is associated with a suspected periapical abscess?,#11,#12,#36,#34,A,#11,,46,2,q0395
018189,410,closed,Which tooth has a sign of a crown according to the report?,#11,#12,#13,All of the above,B,#12,,46,2,q0396
018189,411,closed,What is the observed bone architecture in the jaw?,Severe bone loss,Moderate bone loss,No apparent bone loss,Slight bone loss,A,Severe bone loss,,46,2,q0397
018189,412,closed,Which wisdom teeth are impacted?,#18 and #28,#38 and #48,#18 and #38,#28 and #48,A,#18 and #28,,46,2,q0398
018189,482,open,What are the findings for tooth #36?,,,,,,,Tooth #36 shows signs of a periapical abscess.,46,2,q0399
018189,483,open,What is observed regarding the bone architecture and missing teeth regions in the jaw?,,,,,,,"No apparent bone loss is observed, and there is 1 missing teeth region detected in the lower jaw.",46,2,q0400
018189,484,open,"What is the general condition of the teeth, and how many wisdom teeth are detected?",,,,,,,"31 teeth are visualized with clear anatomical definition, and 4 wisdom teeth are detected.",46,2,q0401
018189,485,open,Describe all abnormal radiographic features observed across the dentition in this panoramic X-ray.,,,,,,,Tooth #36: caries.,46,2,q0402
018231,417,closed,Which structures are visible in the imaging?,Unilateral mandibular canals,Unilateral maxillary sinuses,Bilateral mandibular canals and bilateral maxillary sinuses,None of the above,A,Unilateral mandibular canals,,47,2,q0403
018231,418,closed,Which tooth is suspicious for caries and requires clinical re-evaluation?,#17,#18,#16,#15,C,#16,,47,2,q0404
018231,419,closed,Which tooth shows signs of crown restoration and root canal treatment?,#20,#21,#22,#23,D,#23,,47,2,q0405
018231,420,closed,How many teeth were visualized in the panoramic radiograph?,28,32,30,31,B,32,,47,2,q0406
018231,421,closed,"Which of the following describes the status of the wisdom teeth 18, 28, 38, and 48?",All impacted,All erupted and non-impacted,Partially impacted,Not visualized,C,Partially impacted,,47,2,q0407
018231,493,open,What is the finding associated with tooth #18?,,,,,,,Tooth #18 is suspicious for caries and requires clinical re-evaluation.,47,2,q0408
018231,494,open,What interventions are evident for tooth #21?,,,,,,,Tooth #21 shows signs of crown restoration and suggests root canal treatment.,47,2,q0409
018231,495,open,Detect mandibular canal in the panoramic image.,,,,,,,Findings: mandibular canal.,47,2,q0410
018328,453,closed,Which teeth have crown restorations?,"#15, #25, #35","#46, #21, #11","#48, #38, #18","#24, #47, #38",D,"#24, #47, #38",,48,2,q0411
018328,455,closed,Which of the following teeth is suspicious for a filling?,#34,#35,#36,None,B,#35,,48,2,q0412
018328,456,closed,In which jaw is suspicious bone loss observed?,Upper jaw,Lower jaw,Both jaws,None,D,None,,48,2,q0413
018328,531,open,Which teeth are suspicious for fillings?,,,,,,,#38 is suspicious for fillings.,48,2,q0414
018328,532,open,What are the priority concerns?,,,,,,,The priority concerns are the periapical lesion at #46.,48,2,q0415
018328,533,open,How many wisdom teeth are erupted and which ones?,,,,,,,"Three wisdom teeth are erupted: #18, #38, and #48.",48,2,q0416
018328,534,open,Which teeth have crown restorations?,,,,,,,"#46, #21, and #11 have crown restorations.",48,2,q0417
018328,535,open,Which teeth demonstrate radiographic features associated with the filling on the panoramic radiograph?,,,,,,,Tooth #38.,48,2,q0418
016657,38,closed,Which teeth show signs of fillings?,#26,"#33, #34, #35, #36","#32, #33, #34, #35","#38, #39, #40, #41",B,"#33, #34, #35, #36",,49,2,q0419
016657,39,closed,Which wisdom tooth is impacted?,#48,#38,#28,#18,B,#38,,49,2,q0420
016657,40,closed,What is the status of the bone architecture in the jaw?,Severe bone loss,Moderate bone loss,No apparent bone loss,Bone fracture,C,No apparent bone loss,,49,2,q0421
016657,41,closed,What previous dental treatment has been done on tooth 24?,None,Dental crown,Dental implant,Root canal treatment,B,Dental crown,,49,2,q0422
016657,47,open,What is the status of the wisdom teeth as per the report?,,,,,,,"Teeth #48, #38, and #18 are erupted (suspected, recommend clinical review), and tooth #28 is impacted (suspected, recommend clinical review).",49,2,q0423
016657,48,open,Which teeth show signs of fillings?,,,,,,,Tooth #26 show signs of fillings.,49,2,q0424
016657,49,open,What is observed regarding the bone architecture in the jaw?,,,,,,,No apparent bone loss is observed in the image.,49,2,q0425
016657,50,open,What is recommended for the suspected caries?,,,,,,,Monitor suspected caries with radiographic follow-up.,49,2,q0426
016783,96,closed,How many teeth are visualized in the panoramic radiograph?,28,29,30,31,C,30,,50,3,q0427
016783,97,closed,What is the status of the wisdom teeth in the radiograph?,All impacted,All erupted,Partially erupted,Not visualized,D,Not visualized,,50,3,q0428
016783,98,closed,Is there any apparent bone loss in the radiograph?,"Yes, moderate","Yes, mild",No,Severe,D,Severe,,50,3,q0429
016783,99,closed,What structures are visible in the jaw?,Mandibular canals and maxillary sinuses,Only maxillary sinuses,Only mandibular canals,None of the above,B,Only maxillary sinuses,,50,3,q0430
016783,114,open,How many wisdom teeth are present and what is their status?,,,,,,,"One wisdom tooth is present, erupted.",50,3,q0431
016783,115,open,How many teeth have signs of crowns?,,,,,,,"Three teeth (45, 46, 47) have signs of crowns.",50,3,q0432
016783,116,open,What is observed regarding bone architecture in the jaw?,,,,,,,No apparent bone loss.,50,3,q0433
016783,117,open,What is the clinical recommendation for tooth #47?,,,,,,,Endodontic evaluation is required.,50,3,q0434
016920,175,closed,Which tooth shows signs of a suspected periapical granuloma?,#36,#26,#46,None,D,None,,51,3,q0435
016920,176,closed,Which tooth has both a crown and root canal treatment?,#26,#36,#46,#16,B,#36,,51,3,q0436
